,Job Title,Company,Company Rating,Salary,Location,Career Opportunities,Company Benefits,Culture & Values,Upper Management,Work Life Balance,Company Pros Reviews,Company Cons Reviews
285,"Snr Assoc, Security Engineer - Data Security, Information Security Services, Technology & Operations (WD56201)","DBS BANK LTD.
4.0",4.0,Employer Provided Salary:$5K - $9K,Singapore,3.9,3.9,4.0,3.7,3.6,"['""Good work life balance and stable"" (in 1135 reviews)', '""Good benefits and my co workers are approachable"" (in 715 reviews)', '""Colleagues are friendly and approachable"" (in 799 reviews)', '""Culture is good and familial."" (in 922 reviews)', '""Salary is good but lots of imbalance such that there\'s always jealousy among staff."" (in 863 reviews)']","['""No work life balance if you do not like your target as it is a sales role"" (in 1135 reviews)', '""No benefit for off roll employees"" (in 715 reviews)', '""competitive because too many colleagues"" (in 799 reviews)', '""Working environment and culture is toxic"" (in 922 reviews)', '""The Salary is low and poor"" (in 863 reviews)']"
286,"DevSecOps Application Security Engineer (DAST, SAST, DevOps) JR 19037","INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
287,Web Development Engineer,Equotix Pte Ltd,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
288,Frontend Engineer,"Mintable
3.9",3.9,Employer Provided Salary:$5K - $6K,Old Kallang Airport Estate,4.1,3.6,3.4,3.3,3.8,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
289,Full Stack Engineer,MIAO WORLDS PTE. LTD.,-1,Employer Provided Salary:$3K - $7K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
290,"Full Stack Senior Software Engineer, PHP (Remote Work)",PleoData Pte Ltd,-1,-1,Remote,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
291,Full Stack Web Developer,Tail Risk Analytics Pte Ltd.,-1,Employer Provided Salary:$3K - $6K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
292,Internship - Full Stack Developer/DevSecOps Engineers (2024 Intake),"IBM
3.8",3.8,-1,Singapore,-1,-1,-1,-1,-1,"['""1. Big Organisation 2. In/Out time constraint is not here 3. Work life balance is good"" (in 3098 reviews)', '""The salary is good and stable (smaller consulting companies with commission based pay may have better salary if you work on a project full time)."" (in 2938 reviews)', '""Work culture is good bt u can\'t learn that much as u Learn in startup companies"" (in 1779 reviews)', '""Management is good and matured"" (in 1310 reviews)', '""The people are great and very welcoming"" (in 1346 reviews)']","['""No flexible working times and no work life balance"" (in 3098 reviews)', '""Low salary and no life"" (in 2938 reviews)', '""good work culture"" (in 1779 reviews)', '""Poor management and mangers and don’t know how to deal with employee"" (in 1310 reviews)', '""1. IBM is filled with old mindset driven people, people with 20+ years of experience and absalet skills."" (in 1346 reviews)']"
293,Backend Engineer (Python) - AI Lab,"OCBC Bank
3.6",3.6,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
294,Full Stack Engineer,"Cake Group
4.1",4.1,$79K - $96K (Glassdoor Est.),Singapore,4.0,4.2,3.9,4.0,4.1,"['""Amazing Culture"" (in 11 reviews)', '""Friendly colleagues"" (in 11 reviews)', '""Good pay and gives out benefits."" (in 11 reviews)', '""A very open culture where even the CEO openly answers questions and seeks to address issues, at least during townhalls"" (in 4 reviews)', '""Good hardware for work"" (in 2 reviews)']","['""we all need to work hard to maintain the excellent culture we have all enjoyed so far."" (in 11 reviews)', '""so in this company on FE position you can easily downgrade your skills if you burn out nobody cares CEO talking too much on town"" (in 4 reviews)', -1, -1, -1]"
295,DevSecOps Technical Engineer (Engineering & Platform Support) JR 18697,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
296,Desktop Support Engineer (Bedok),Huang He Consultancy Pte Ltd,-1,Employer Provided Salary:$4K - $6K,Bedok New Town,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
297,DevOps Technical Engineer (Obsolescence Remediation and Platform Support) JR 18856,"INFOGAIN SOLUTIONS PTE. LIMITED
2.4",2.4,Employer Provided Salary:$7K - $10K,Singapore,2.8,2.2,3.0,3.2,3.2,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
298,Software Engineer,Intrasys (Pte.) Ltd.,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
299,Full-Stack Web App Engineer,"MSD
4.2",4.2,$53K - $81K (Glassdoor Est.),Singapore,3.7,4.2,4.2,3.7,3.9,"['""good work life balance."" (in 35 reviews)', '""Good experience in the pharma industry and good pay"" (in 39 reviews)', '""Management don’t care so you can basically do whatever you want"" (in 27 reviews)', '""Good Benefits and Perks"" (in 19 reviews)', '""Smart people"" (in 41 reviews)']","['""work life balance can be difficult to achieve at times"" (in 35 reviews)', '""Pay is not so good."" (in 39 reviews)', '""4. Management can greatly improve or change"" (in 27 reviews)', '""Not Many benefits"" (in 19 reviews)', '""West Point is alittle boring but the people made it fun"" (in 41 reviews)']"
300,"Assistant / Associate Professor, Department of Computer Science","DigiPen Institute of Technology Singapore
3.6",3.6,Employer Provided Salary:$6K - $12K,Queenstown Estate,3.2,3.2,3.9,3.4,3.3,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
301,"Science, Chinese, English, Math Online Teachers Needed! (Work-from-Home)",Grade Solution Learning Centre,-1,Employer Provided Salary:$3K - $5K,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
302,Research Engineer (Machine Learning),"National University of Singapore
4.1",4.1,$48K - $60K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 323 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""No work life balance."" (in 323 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 224 reviews)', '""No benefits really"" (in 151 reviews)']"
303,"Research Engineer, AI Red Team",IMD Info-communications Media Development Authority,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
304,AI Engineer for AI Singapore (AI Products),"National University of Singapore
4.1",4.1,$14K - $52K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
305,"System Administrator, School of Computing","National University of Singapore
4.1",4.1,$63K - $92K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""Good work life balance"" (in 10 reviews)', '""Decent Salary and workload."" (in 8 reviews)', '""Good culture and WFH is possible."" (in 5 reviews)', '""Friendly colleagues"" (in 4 reviews)', -1]","['""No work life balance as there is insufficient developers"" (in 10 reviews)', '""Salary is lower than open market."" (in 8 reviews)', '""Bad management, Infrastructure and Management"" (in 4 reviews)', -1, -1]"
306,"Data Analyst, Office of Admissions","National University of Singapore
4.1",4.1,$60K - $66K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 323 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""No work life balance."" (in 323 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 224 reviews)', '""No benefits really"" (in 151 reviews)']"
307,Data Scientist - BCG X,"Boston Consulting Group
4.3",4.3,-1,Singapore,-1,-1,-1,-1,-1,"['""Name good on CV and good work/life balance."" (in 149 reviews)', '""Great people that genuinely care"" (in 107 reviews)', '""Great benefits outside of salary"" (in 56 reviews)', '""Great culture and work experience"" (in 92 reviews)', '""Good pay"" (in 69 reviews)']","['""No work life balance is there"" (in 149 reviews)', '""Long working hours(12 hour minimum) with no benefits."" (in 56 reviews)', '""Aggresive culture."" (in 92 reviews)', '""Average pay, longish working hours"" (in 69 reviews)', -1]"
308,Junior Developer,"KORU PARTNERS PTE. LTD.
2.5",2.5,Employer Provided Salary:$4K - $7K,Singapore,2.5,3.1,3.5,3.0,1.0,"['""Get front office exposure to investments"" (in 2 reviews)', '""People are generally helpful"" (in 1 reviews)', -1, -1, -1]","['""Be ready for no work/life balance."" (in 2 reviews)', '""No core team member for certain departments 4. For interns, salary is not a good match with the workload"" (in 1 reviews)', -1, -1, -1]"
309,"Software Engineer, AI Centre for Educational Technologies - School of Computing (1 year)","National University of Singapore
4.1",4.1,$27K - $48K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""good working environment and people are very helpful"" (in 14 reviews)', '""Good Work life balance"" (in 16 reviews)', '""friendly colleagues"" (in 9 reviews)', -1, -1]","['""Fixed salary for years and years, not attractive at all"" (in 12 reviews)', '""career Progression and future prospects"" (in 11 reviews)', -1, -1, -1]"
310,Head of Data & Analytics Innovation,"PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED
3.8",3.8,Employer Provided Salary:$12K - $17K,Singapore,3.8,3.8,3.8,3.4,3.6,"['""Great employer to work for"" (in 4 reviews)', '""WFH arrangement , work life balance"" (in 3 reviews)', '""Good office location, great benefits"" (in 2 reviews)', -1, -1]","['""Not much bonding with colleagues"" (in 3 reviews)', '""Horrible culture, loads of politics"" (in 3 reviews)', -1, -1, -1]"
311,Data Analyst / Data Scientist (Office of Data and Intelligence),"National University of Singapore
4.1",4.1,$60K - $66K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 323 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""No work life balance."" (in 323 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 224 reviews)', '""No benefits really"" (in 151 reviews)']"
312,DevOps Engineer (AI Company),"Cynapse
3.5",3.5,Employer Provided Salary:$4K - $6K,Singapore,3.7,2.9,3.7,3.3,3.5,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
313,Software Engineer,"Morgan McKinley
4.2",4.2,-1,Singapore,-1,-1,-1,-1,-1,"['""Good Career growth"" (in 1 reviews)', '""Good Work culture"" (in 1 reviews)', -1, -1, -1]","['No Cons have been reported by the Glassdoor community.', -1, -1, -1, -1]"
314,DATA ANALYST,UNISON CONSULTING PTE. LTD.,-1,Employer Provided Salary:$4K - $6K,Singapore,4.1,3.9,3.9,4.1,4.2,"['""Great Work Life Balance"" (in 7 reviews)', '""3. Good management ."" (in 8 reviews)', '""Giving employees with best pay packages in Industry."" (in 9 reviews)', '""3. Management and HR team is very supportive."" (in 2 reviews)', -1]","['""Too much ownership and no processes"" (in 2 reviews)', -1, -1, -1, -1]"
315,Backend Python Developer,"ASTEK SINGAPORE INNOVATION TECHNOLOGY PTE. LTD.
4.0",4.0,Employer Provided Salary:$8K - $9K,Singapore,4.0,4.0,3.8,3.8,4.1,"['""Recruits easily, commits and respects its word, good salary"" (in 48 reviews)', '""Fast hiring process, close management, mission start very fast, I really think that the company is efficient"" (in 21 reviews)', '""Several trainings and certifications between 2 missions."" (in 15 reviews)', '""Generous Benefits"" (in 7 reviews)', -1]","['""Salary is low."" (in 48 reviews)', '""No management, pushing people to leave when no mission is available"" (in 21 reviews)', '""sometimes I have to work long hours due to the short deadlines of my customer"" (in 5 reviews)', '""Benefits are mediocre and not really attractive."" (in 7 reviews)', -1]"
316,"Associate, Artificial Intelligence of Investments","LION GLOBAL INVESTORS LIMITED
3.7",3.7,Employer Provided Salary:$4K - $6K,Singapore,3.7,3.6,3.5,3.6,3.9,"['""Collegial with approachable colleagues and department heads."" (in 6 reviews)', '""Good work life balance."" (in 2 reviews)', '""Good Hr benefits and many days leave"" (in 3 reviews)', '""Pay and Bonus are reasonable"" (in 2 reviews)', -1]","['""Local culture and not for someone who have entrepreneurs mindset"" (in 3 reviews)', -1, -1, -1, -1]"
317,Research Engineer (Machine Learning/ Data Scientist),"National University of Singapore
4.1",4.1,$64K - $98K (Glassdoor Est.),Singapore,3.6,3.5,3.8,3.6,3.9,"['""the salary is good as well"" (in 366 reviews)', '""Good work life balance and you get to manage your own progression"" (in 323 reviews)', '""Colleague are friendly and helpful."" (in 109 reviews)', '""Good benefits and welfare perks"" (in 151 reviews)', -1]","['""Low salary and hard to be promoted"" (in 366 reviews)', '""No work life balance."" (in 323 reviews)', '""Always have lazy colleagues."" (in 109 reviews)', '""No career progression for engineering and management track."" (in 224 reviews)', '""No benefits really"" (in 151 reviews)']"
318,"Java Software Engineer III, Payments Technology","JPMORGAN CHASE BANK, N.A.
4.1",4.1,Employer Provided Salary:$8K - $16K,Singapore,4.0,3.9,4.0,3.7,3.5,"['""Good work life balance and not hectic"" (in 262 reviews)', '""Good salary and bonus."" (in 300 reviews)', '""good culture and values."" (in 221 reviews)', '""Good benefit but hard to find"" (in 121 reviews)', '""work was nice and people great"" (in 176 reviews)']","['""Only problem is No work life balance"" (in 262 reviews)', '""Less salary compared to other companies"" (in 300 reviews)', '""Toxic Culture and heavy politics."" (in 221 reviews)', '""The benefits are almost none for Interns"" (in 121 reviews)', '""Careless people, unwilling to help, bad organization."" (in 176 reviews)']"
319,Artificial Intelligence and Machine Learning Engineer,groundup.ai,-1,-1,Singapore,-1,-1,-1,-1,-1,"[-1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1]"
320,Junior Machine Learning Intern,"Cynapse
3.5",3.5,Employer Provided Salary:$1K - $3K,Queenstown Estate,3.7,2.9,3.7,3.3,3.5,"['""Average pay but comes with increments"" (in 7 reviews)', '""Good work life balance"" (in 3 reviews)', '""Great working environment"" (in 3 reviews)', '""strong management"" (in 2 reviews)', -1]","['""Low pay, over worked, management do not work well with engineers."" (in 7 reviews)', '""no work life balance"" (in 3 reviews)', '""Management can be improved and team leads should be technically proficient enough"" (in 2 reviews)', '""Lack of structure in top management means lot of flip"" (in 2 reviews)', -1]"
321,"Assistant Director (Data Engineer), Applications of Teaching and Learning Analytics for Students","Nanyang Technological University
3.9",3.9,-1,Singapore,-1,-1,-1,-1,-1,"['""good equipment and some good people to learn from."" (in 6 reviews)', '""Though courses are challenging they are extremely fun to learn"" (in 8 reviews)', '""My manager is a good guy"" (in 1 reviews)', -1, -1]","['""Low pay, can’t trade fish"" (in 10 reviews)', '""Some courses can be challenging."" (in 8 reviews)', '""Culture is too focused on academics."" (in 4 reviews)', -1, -1]"
